iter	Logloss
332	0.08202633667
333	0.08189227295
334	0.08165436554
335	0.08138310242
336	0.08098111725
337	0.08083106995
338	0.08070519257
339	0.08049354553
340	0.08010430145
341	0.07995304871
342	0.0798744278
343	0.07982017517
344	0.07969547272
345	0.07944618225
346	0.07936464691
347	0.0793032074
348	0.07925830078
349	0.07914910889
350	0.07902367401
351	0.07853742218
352	0.07848973083
353	0.07822944641
354	0.07806813812
355	0.07791783142
356	0.07776286316
357	0.07757523346
358	0.0775037384
359	0.07735697937
360	0.07705245209
361	0.07700424957
362	0.07688510132
363	0.07668665314
364	0.07647479248
365	0.07640411377
366	0.07626940918
367	0.07619274902
368	0.07612973022
369	0.07607902527
370	0.07574278259
371	0.07566967773
372	0.07561857605
373	0.0754492569
374	0.07536816406
375	0.07527624512
376	0.07503350067
377	0.07500270081
378	0.07487162781
379	0.07464633942
380	0.0746139679
381	0.07453390503
382	0.07438002014
383	0.07433348083
384	0.07424859619
385	0.07410925293
386	0.0739589386
387	0.07377758789
388	0.07370857239
389	0.07355155182
390	0.07331262207
391	0.07322961426
392	0.07309919739
393	0.07304755402
394	0.07290514374
395	0.07273399353
396	0.07259248352
397	0.07249319458
398	0.07230149841
399	0.0722146225
400	0.07216731262
401	0.07208898926
402	0.07192582703
403	0.07181988525
404	0.07156189728
405	0.07153200531
406	0.07145937347
407	0.07135449219
408	0.07127152252
409	0.0711894989
410	0.07115484619
411	0.0710841217
412	0.07105381775
413	0.07098409271
414	0.07091114807
415	0.07068262482
416	0.07054884338
417	0.07027419281
418	0.07008886719
419	0.0699604187
420	0.06983724213
421	0.06970782471
422	0.06963122559
423	0.06960626984
424	0.06953451538
425	0.06939961243
426	0.06926344299
427	0.06915002441
428	0.06903053284
429	0.06899478912
430	0.0687649231
431	0.06867790985
432	0.06863518524
433	0.06842514038
434	0.06833262634
435	0.06824157715
436	0.06804398346
437	0.06793937683
438	0.0678247757
439	0.06771489716
440	0.06767073059
441	0.06733349609
442	0.06723617554
443	0.06720903015
444	0.06709889984
445	0.06707051849
446	0.06686305237
447	0.06684024811
448	0.06677989197
449	0.06671240234
450	0.06661600494
451	0.06655691528
452	0.06649499512
453	0.06625521851
454	0.06620135498
455	0.06609711456
456	0.06583026123
457	0.06579350281
458	0.06574246216
459	0.06563585663
460	0.06555428314
461	0.06541576385
462	0.06528907776
463	0.06518369293
464	0.06505825806
465	0.06488794708
466	0.06481319427
467	0.06475022888
468	0.06466403961
469	0.06454984283
470	0.06450460815
471	0.0643913269
472	0.06433029175
473	0.06426764679
474	0.06407214355
475	0.06396683502
476	0.06385543442
477	0.06371882629
478	0.06360829163
479	0.06349997711
480	0.06347410583
481	0.06340402603
482	0.06323564529
483	0.06309017181
484	0.06301793289
485	0.06281116867
486	0.0626880455
487	0.06265818405
488	0.06252520752
489	0.06243199921
490	0.06224485016
491	0.06210443878
492	0.06196102142
493	0.06188007736
494	0.06175563812
495	0.0616754837
496	0.06160600281
497	0.06154826736
498	0.06148833084
499	0.0612530098
500	0.06117807388
501	0.06110588837
502	0.06108800888
503	0.0609996109
504	0.06082538605
505	0.06057691193
506	0.06048749161
507	0.0603719101
508	0.06026989365
509	0.0600971489
510	0.060015625
511	0.05998182297
512	0.05993246841
513	0.05988858795
514	0.0598368988
515	0.05967520523
516	0.05961874771
517	0.0595310936
518	0.05946579361
519	0.05929178619
520	0.05916426468
521	0.05911883926
522	0.05903517532
523	0.05889881897
524	0.05882049942
525	0.05879342651
526	0.05873162842
527	0.05856941986
528	0.05834402466
529	0.05825940323
530	0.05814487457
531	0.05809673309
532	0.05798786163
533	0.05781454468
534	0.05771295929
535	0.05761833572
536	0.05752111816
537	0.05743616486
538	0.05738385773
539	0.05732910919
540	0.05728759384
541	0.05724467468
542	0.05713581085
543	0.057038414
544	0.05695510101
545	0.05691477966
546	0.05688334656
547	0.05682034302
548	0.05678858948
549	0.05666642761
550	0.05664358139
551	0.05660616302
552	0.05652207947
553	0.05645694351
554	0.056366539
555	0.05634985352
556	0.05625553131
557	0.05616267014
558	0.05606991577
559	0.05590772247
560	0.05579723358
561	0.05574186325
562	0.05568295288
563	0.05561668396
564	0.05547626495
565	0.05539034271
566	0.05535593414
567	0.05532965088
568	0.05528366089
569	0.05523963165
570	0.05520855713
571	0.05513009644
572	0.05509674835
573	0.05507083893
574	0.05495534134
575	0.05474227142
576	0.05470375824
577	0.05462172318
578	0.05455751801
579	0.05451514435
580	0.05427346802
581	0.05417102051
582	0.05403499603
583	0.05400270081
584	0.05383530807
585	0.05380163574
586	0.05367048645
587	0.05362132645
588	0.05356407547
589	0.05352455521
590	0.05348337555
591	0.05326404572
592	0.05325318527
593	0.05311717987
594	0.05305001831
595	0.05300452423
596	0.05293092346
597	0.05275280762
598	0.05260058594
599	0.05253536224
600	0.05244361115
601	0.05227993774
602	0.0522399826
603	0.05216600037
604	0.05211054993
605	0.05207501221
606	0.05203808212
607	0.0519618454
608	0.05189191818
609	0.05178762817
610	0.0516892662
611	0.05158311462
612	0.05148744965
613	0.05144528198
614	0.05136475372
615	0.0513079834
616	0.05124123383
617	0.05118408966
618	0.05112913132
619	0.0510626297
620	0.05103663635
621	0.05101194763
622	0.05091490936
623	0.05088556671
624	0.05068857574
625	0.05055974579
626	0.05046795654
627	0.05045852661
628	0.05036401367
629	0.05030783463
630	0.05027705383
631	0.05020986557
632	0.05018038177
633	0.05014543533
634	0.05012216949
635	0.05006406403
636	0.05000195694
637	0.04995717239
638	0.04994689941
639	0.04988289261
640	0.04987183762
641	0.04976576614
642	0.0497439003
643	0.04970035172
644	0.04954685974
645	0.04942749786
646	0.04932241821
647	0.04929318619
648	0.04918135071
649	0.04915092468
650	0.04906970596
651	0.04903108215
652	0.04894262695
653	0.04889910889
654	0.04887329483
655	0.04882255554
656	0.04878672791
657	0.04868818283
658	0.04852310944
659	0.04846076584
660	0.04837651825
661	0.04833679199
662	0.04828497314
663	0.04812220764
664	0.04805514526
665	0.04787200165
666	0.04783073044
667	0.04779389572
668	0.04773783112
669	0.04767734146
670	0.04754087067
671	0.04749011612
672	0.04746118546
673	0.04740047073
674	0.04727848053
675	0.04725398254
676	0.04720146942
677	0.04715886688
678	0.04707333374
679	0.04705342865
680	0.0469756012
681	0.04692713165
682	0.04688147736
683	0.04686856842
684	0.04679053497
685	0.04662694931
686	0.0465279541
687	0.04648997879
688	0.04644615936
689	0.04639533615
690	0.04636388397
691	0.04630501938
692	0.04628298187
693	0.04625422668
694	0.04614056396
695	0.04608040619
696	0.04600501633
697	0.04587464523
698	0.04581982422
699	0.04579447174
700	0.04572964096
701	0.04567707825
702	0.04564644241
703	0.045623703
704	0.0455800705
705	0.04551530457
706	0.04545753479
707	0.04541902924
708	0.04539060211
709	0.04534217453
710	0.04532852936
711	0.04529204559
712	0.04525097656
713	0.04516627121
714	0.04508245087
715	0.0450451889
716	0.04497265625
717	0.04482021713
718	0.04480257416
719	0.04467060852
720	0.04460295105
721	0.04457567215
722	0.04450804138
723	0.04448616409
724	0.04440203857
725	0.0443462944
726	0.0442367897
727	0.04415127945
728	0.04407580566
729	0.04401826096
730	0.04398297501
731	0.04386904526
732	0.04380664062
733	0.04372272491
734	0.04367891693
735	0.04365922928
736	0.0435798111
737	0.04351966476
738	0.04350468826
739	0.04341405106
740	0.04338752747
741	0.04334700012
742	0.04323257446
743	0.04311872864
744	0.04309753418
745	0.04303501511
746	0.04301294327
747	0.04298155212
748	0.04281285095
749	0.04275799561
750	0.04271462631
751	0.04268375015
752	0.04264198303
753	0.04252309799
754	0.04240236664
755	0.04229974365
756	0.04226583099
757	0.04222606659
758	0.0421991539
759	0.04215575027
760	0.04212052917
761	0.04207558441
762	0.04202313995
763	0.04196555328
764	0.04195928955
765	0.04183142471
766	0.04172935867
767	0.04171487427
768	0.04160489655
769	0.04155845642
770	0.04152829742
771	0.04151330566
772	0.04149556732
773	0.04146036148
774	0.04144703674
775	0.04136830902
776	0.0413197403
777	0.04129632187
778	0.04128463364
779	0.04127252579
780	0.04122194672
781	0.04117986679
782	0.04115084839
783	0.04103236008
784	0.04096099854
785	0.04084684753
786	0.04082431793
787	0.04079694366
788	0.04069867325
789	0.04064951324
790	0.04054729843
791	0.04046460342
792	0.04044852448
793	0.04040644073
794	0.040373909
795	0.04032445145
796	0.0402974472
797	0.04027737045
798	0.04021334076
799	0.04013998413
800	0.04011790466
801	0.04005800629
802	0.039993927
803	0.03993642807
804	0.03990149689
805	0.03984237289
806	0.03982648849
807	0.03974217224
808	0.03966394043
809	0.03956594086
810	0.03952339172
811	0.03944768524
812	0.03941445541
813	0.03936022949
814	0.03929428864
815	0.03926109314
816	0.03916287231
817	0.03908867645
818	0.03906738281
819	0.03904122925
820	0.03890631104
821	0.03880267334
822	0.03877923584
823	0.03875878143
824	0.03871368408
825	0.0386871376
826	0.03866053772
827	0.03859567261
828	0.03856955338
829	0.03849373627
830	0.03846027756
831	0.03839382172
832	0.03833312988
833	0.03827908325
834	0.03827095032
835	0.0382217865
836	0.03817764282
837	0.03812162018
838	0.03809204865
839	0.03803039551
840	0.03799833298
841	0.03790604782
842	0.03778907776
843	0.03775727844
844	0.0377310257
845	0.0376653595
846	0.03762790298
847	0.03759981537
848	0.03746109772
849	0.03742308044
850	0.037368927
851	0.03723936462
852	0.03722077179
853	0.03717533112
854	0.03713718414
855	0.03710688782
856	0.03702755737
857	0.03696755219
858	0.03694752884
859	0.03691279984
860	0.03687059021
861	0.03683411026
862	0.03682902527
863	0.03680818176
864	0.03676433945
865	0.03673972321
866	0.03671092224
867	0.03665891266
868	0.03662543488
869	0.03659299088
870	0.03658401871
871	0.03652058029
872	0.03650606537
873	0.03645246887
874	0.03644230652
875	0.03643200302
876	0.03642387009
877	0.03635058594
878	0.03631351852
879	0.03629128265
880	0.03626731873
881	0.03624748993
882	0.03613919067
883	0.03613119507
884	0.03607274246
885	0.03603469086
886	0.03600654602
887	0.03593109512
888	0.03581909943
889	0.03577519989
890	0.03571089935
891	0.03566144562
892	0.03559661102
893	0.03554581451
894	0.03552941513
895	0.03550059509
896	0.03548873138
897	0.03546716309
898	0.03536531067
899	0.03533585358
900	0.03523754501
901	0.03515196609
902	0.03511818695
903	0.03506158066
904	0.03502744293
905	0.03499234772
906	0.03497478104
907	0.03489679718
908	0.03481176376
909	0.03478793335
910	0.03471308899
911	0.03470142746
912	0.03465645218
913	0.03463481903
914	0.03460621643
915	0.03457284164
916	0.03455593109
917	0.03445870209
918	0.03435397339
919	0.03434792328
920	0.03434288025
921	0.03429845047
922	0.03423565674
923	0.03421869278
924	0.03417022705
925	0.03415959549
926	0.03414206696
927	0.03409049988
928	0.0340763092
929	0.034046978
930	0.0340000267
931	0.03398918152
932	0.03396728516
933	0.03388904953
934	0.0338793869
935	0.03382899475
936	0.03382189178
937	0.03379182053
938	0.03371981049
939	0.03363848877
940	0.03358998108
941	0.03355294418
942	0.03351821136
943	0.03348244476
944	0.03337665176
945	0.03330878448
946	0.03329572678
947	0.03328399277
948	0.03324683762
949	0.03320829773
950	0.03315236664
951	0.03305047607
952	0.03300664139
953	0.03296282959
954	0.03292988586
955	0.03287997437
956	0.03281730652
957	0.03279498291
958	0.03275585938
959	0.03274627686
960	0.03273011017
961	0.03264419556
962	0.03263368607
963	0.0325499382
964	0.03246030426
965	0.03242046356
966	0.03241237259
967	0.03238559723
968	0.0323644104
969	0.03234932327
970	0.03227744675
971	0.03226338196
972	0.03223228455
973	0.03219799423
974	0.03216206741
975	0.0321423645
976	0.03213590622
977	0.03210814285
978	0.03206077576
979	0.03201867676
980	0.03198775101
981	0.03197632217
982	0.03196045113
983	0.03195445061
984	0.03193598175
985	0.03184462357
986	0.03182966614
987	0.03178264809
988	0.03173994637
989	0.03173411751
990	0.0316836319
991	0.03165379524
992	0.03154477692
993	0.03153662491
994	0.03151452637
995	0.03148423386
996	0.03145550156
997	0.03141372681
998	0.03139061928
999	0.03137644386
